epoch,d_loss,g_loss,reconstruction_loss,adv_loss,d_score,g_score,psnr,ssim,p_loss,valid_rmse
1,0.7012350883073644,12.446473693173285,12.440004076758202,0.6469575644382394,0.5215438262251594,0.5238255654002332,9.874270374170099,0.7790158233956662,0.7516438505178442,0.8855142593383789
2,0.7069513983914764,12.439366150127134,12.433005282930859,0.6360868182193552,0.5219123392998646,0.5295221301900969,9.948086346373342,0.7919422088268988,0.7517912940317366,0.878020703792572
3,0.707902745492471,12.43332961312307,12.42698475776452,0.6344831794517912,0.5218417849622197,0.5303702166168986,9.884726586256235,0.7872373939988142,0.7517511413115261,0.8844488859176636
4,0.7061184757445655,12.425790118552968,12.419410308248938,0.6379820646506306,0.5215473576862109,0.5285066752554601,9.922161021577258,0.7955028946528178,0.7515410155643104,0.8806453347206116
5,0.7047262295035664,12.428623453476321,12.422211994897216,0.6411468572102369,0.5210366219229465,0.5268356871731364,9.928029593207475,0.7942391409131582,0.7517271883501465,0.880050539970398
6,0.703601773092869,12.426014004978772,12.419576838217417,0.6437201731403084,0.5205965332234685,0.5254690016306494,9.95510405257694,0.7975844366107873,0.7516930352348842,0.8773115873336792
7,0.703551200536257,12.424461536710938,12.418021475208038,0.6440081356129509,0.5203839692215253,0.5252984681407634,9.98728277794726,0.8006014381340164,0.7515585212318004,0.8740674257278442
8,0.7020599335238873,12.42549682127144,12.419026079217195,0.647073179992705,0.5201123987989139,0.5236879051188265,10.005978234297114,0.8016238109080377,0.7516409979612061,0.872188150882721
9,0.7001578078314916,12.427779642216374,12.421270702049602,0.6508944167343391,0.5199192231658212,0.521708033263297,10.011775184434235,0.8019019583028234,0.7517650109569248,0.8716062307357788
10,0.697936081225969,12.425232755765538,12.418678016190537,0.6554736856439216,0.5196792425024699,0.5193677464863379,9.991923112936721,0.8004823494814113,0.7515447253667407,0.8736006021499634
11,0.6964962084502702,12.427594931180433,12.42101233358164,0.658256862468416,0.5196336225052757,0.5179347130714196,9.943587730043365,0.7972003624824706,0.7515422514098116,0.878475546836853
12,0.6955004932603628,12.426690051326629,12.420085595225894,0.6604495609445858,0.5193355312471047,0.5167708886533747,9.966053976363476,0.8001467043054318,0.7516875571784172,0.8762063384056091
13,0.6931981277522018,12.424021600623234,12.417373477394046,0.6648146391055411,0.5191869703404118,0.5144781717919713,10.011875968451802,0.8023013651014088,0.7515876379774148,0.871596097946167
14,0.692707588550408,12.431857168077368,12.425195742299715,0.6661407377836489,0.5188392926892184,0.5137649153567232,9.97690016371799,0.8000005597839812,0.7517595683419487,0.8751128911972046
15,0.6905225021528649,12.43263577431458,12.425926987395682,0.6708811094427923,0.518432768324086,0.5113258844413825,9.995481895248355,0.8009898055813269,0.7518180549748678,0.8732427358627319
16,0.6881825708612387,12.43628774506946,12.429530117886868,0.6757587098204254,0.5181487807471681,0.5088293705186074,10.026286697925928,0.8034411782989959,0.7515809421992378,0.8701512217521667
17,0.6860005335380698,12.425800413402587,12.418995296948085,0.6805114135295416,0.5178132112685132,0.5064168368709319,9.950283844769867,0.7979812022454724,0.7518962097207929,0.8777986168861389
18,0.6835063021886889,12.42224420486792,12.415389585017316,0.68546355044624,0.5177670298566801,0.5039090300983166,10.008452959533878,0.8026988927475707,0.7516181910047913,0.8719396591186523
19,0.6812484272452193,12.425869752325307,12.418969034656891,0.6900790095961509,0.5176674574350144,0.5015907919118878,10.02467221561087,0.8035107283535118,0.7516628110709588,0.8703129887580872
20,0.6804146984428536,12.421810470473154,12.414896963340926,0.6913513603390282,0.5179405798087348,0.5009558835167286,10.014422054112874,0.8036664196117196,0.7515738430887574,0.8713406324386597
