epoch,d_loss,g_loss,reconstruction_loss,adv_loss,d_score,g_score,psnr,ssim,p_loss,valid_rmse
1,0.7227136611076345,0.00809423848227362,0.0018790360031322496,0.6215202653588314,0.5152540137154894,0.5380957412296499,25.439541619269367,0.7283814293997628,8.653644953924058e-05,0.08232725411653519
2,0.731804840467542,0.007592535377489274,0.0015379213841287891,0.6054614149058516,0.5152238996149598,0.5465836900382509,25.962691545600048,0.7108217919027651,7.648873262527046e-05,0.07751506567001343
3,0.7395981247686854,0.007365168589684699,0.0014420927778213365,0.5923075928333792,0.5150222534180314,0.5536331614328794,25.93588157894304,0.7151415234520322,7.180788773797213e-05,0.07775469869375229
4,0.7457358754833304,0.007307625277106265,0.0014757764605924065,0.5831848968023693,0.5145600947755329,0.5587153483346291,25.393246287261846,0.712632581527099,7.607694956719932e-05,0.08276722580194473
5,0.723479016096791,0.007776722241251838,0.001573420520369784,0.6203301851095767,0.5143062320686657,0.5384415004066854,25.534690055684894,0.7333186472649182,7.248444026120501e-05,0.0814303308725357
6,0.7243669692189344,0.0076479710574842924,0.0014577842067087033,0.6190186980756626,0.5140049796916403,0.5391101165479301,26.09082035580152,0.7500387187644001,7.197973699183736e-05,0.07638000696897507
7,0.7306905089437296,0.007515781244935369,0.0014257721610876739,0.6090009224250237,0.5134907766128355,0.544529556718647,26.39987375458565,0.7566010967477576,7.426769545719858e-05,0.07371010631322861
8,0.7349920279097196,0.007470513922379724,0.0014518174085028856,0.601869661505484,0.5130461079756106,0.5482535006418423,25.937610439849795,0.7107037703196207,7.149112700330818e-05,0.07773922383785248
9,0.7330066497822798,0.007557779398699641,0.0015024647987977326,0.6055314723870067,0.5127560861952442,0.5462592859004847,25.809037206693027,0.6552867595251505,7.529673055466241e-05,0.07889851927757263
10,0.7345990062857207,0.007471843573027814,0.0014373870411266882,0.6034456696030657,0.5124180733883248,0.5474214225831117,25.868282407519352,0.6976458959249191,7.383963240764438e-05,0.07836219668388367
11,0.725527649016697,0.007676923953677619,0.0014854104231790757,0.6191513634762585,0.5121314074944541,0.5389248386250759,25.787514140819287,0.7068428678430004,7.2120504757288e-05,0.07909426838159561
12,0.7328684117588693,0.007509550816923831,0.0014422217170897084,0.6067329235252465,0.5118038980761772,0.5455230060648871,25.79963320307744,0.6798577432508592,7.481027693753758e-05,0.07898398488759995
13,0.7281954747763689,0.007607167325228119,0.0014564550204972818,0.6150712415938469,0.5115738677241785,0.5410493413999158,26.098277664654013,0.6832901899948781,7.266721745131131e-05,0.07631445676088333
14,0.7274931831472724,0.007586647207768515,0.0014144002611796022,0.6172247096788405,0.5110448417422178,0.5399329366846981,26.11012897325775,0.6968954574494135,7.348672105988358e-05,0.0762104019522667
15,0.7286340208683729,0.00759808530566882,0.0014399515445308025,0.6158133905863464,0.5104816402752567,0.5406444155801526,26.1243838184025,0.7000092386683344,7.584073517792818e-05,0.07608543336391449
16,0.7332678930607381,0.007551137365297923,0.0014674112348915871,0.6083726251227224,0.510138020987263,0.5446453115643834,26.034092649812845,0.7201687071746562,8.266293253325242e-05,0.07688047736883163
17,0.7175793001951158,0.0077671536270781305,0.0014035511859260955,0.6363602552188219,0.5096644101606866,0.529698399005165,26.6374766990052,0.743733058244119,7.351572794716239e-05,0.07172109186649323
18,0.7242271744993312,0.007639359226015585,0.0013740273680229334,0.6265331984036537,0.508680471928789,0.5350554896999863,26.744895723666843,0.7546972596284115,7.63365556337565e-05,0.07083956897258759
19,0.7227982276368502,0.007680311824154062,0.0013883780402711235,0.6291933919864607,0.5081774222858637,0.5335168813616723,26.68257997616509,0.7338369111994129,7.21484857185071e-05,0.0713496282696724
20,0.7195244030604466,0.007741948895224962,0.0013801108358120504,0.6361838236676479,0.5072991407521065,0.5298260054566373,26.056428654780547,0.7267655392229815,7.159761780391572e-05,0.07668302953243256
21,0.7115030269494267,0.008100384852146628,0.0015786164520580242,0.6521768573865069,0.5063632225457342,0.521484048487245,26.340270905005205,0.723021125380611,7.312514866983633e-05,0.07421764731407166
