epoch,d_loss,g_loss,reconstruction_loss,adv_loss,d_score,g_score,psnr,ssim,p_loss,valid_rmse
1,0.6992159017678772,0.28501733023263165,0.2784271062087261,0.6590223941462294,0.5158794155837378,0.5176614405634201,11.705528615118201,0.7569595616087954,0.8640678947699135,0.9562498927116394
2,0.7021344460332906,0.25132929942336907,0.24481270892487328,0.6516591519791753,0.5165626417429672,0.5212465166863733,11.773693720448794,0.7686707104033554,0.864001819058267,0.9487748146057129
3,0.7025651687160873,0.2503181262807994,0.24381254638026392,0.650558068192766,0.516727936607325,0.5218132074904327,11.808104308729067,0.7740237916636671,0.8640400630297511,0.9450235366821289
4,0.7009078315763476,0.2500403799720917,0.24350413107217314,0.6536249057833791,0.5166643525303516,0.5202051280655996,11.822760987015808,0.7765187143939852,0.8640371152894394,0.9434301853179932
5,0.6985836163932302,0.2496877135877054,0.24310689168882044,0.658082229867407,0.5165517004640116,0.5178953339330361,11.839414020128656,0.7784254785276886,0.8639952748990476,0.9416231513023376
6,0.6957184267716949,0.24947571720356798,0.24283815072051387,0.6637566318773841,0.5163287203820522,0.5149675989890565,11.70302045260211,0.7707196419734901,0.8640457691636299,0.9565260410308838
7,0.692790903209761,0.24935141752883433,0.24265708012220788,0.6694337385560973,0.5162500561632457,0.5120581722792977,11.849103797067988,0.7800385962184678,0.8640713748540614,0.9405732750892639
8,0.6899659753361035,0.24919229443522467,0.24244077100936856,0.6751523422218902,0.5160520491089616,0.5091471920297129,11.859667113888975,0.7812508918620922,0.8640105984318328,0.9394301176071167
9,0.6873748741045635,0.24929498499384856,0.24249099759148665,0.680398740781769,0.515905727495712,0.5064851485255291,11.853131205359874,0.7812461182262823,0.8639937593417668,0.9401372671127319
10,0.6844646003511217,0.24913235558464483,0.2422699521371738,0.6862403607204796,0.5158211745865436,0.5035377658568294,11.86653168471687,0.7821128857441437,0.8639975137434781,0.9386879205703735
11,0.681861961036428,0.2491228681407204,0.24220698733927487,0.6915880598216878,0.5157251207997652,0.5008640513600753,11.843399216059542,0.780702842266811,0.8640674686255634,0.9411911964416504
12,0.6792834680589016,0.24909372848619374,0.24212649505146883,0.6967234439653445,0.5157592827025607,0.4983044900558936,11.866514437776342,0.7825291272242185,0.8640515296873328,0.9386898279190063
13,0.6768478702838082,0.24918179552336245,0.24216620894582283,0.701558628626037,0.5158267899411888,0.4959025704812191,11.866123937932482,0.7822936831036864,0.8640327817003782,0.9387320280075073
14,0.6747577564424757,0.2491070041970506,0.2420519541124033,0.7055050282874787,0.5160457092237145,0.49395046005593346,11.864009400820548,0.7827889474368842,0.8641290947746808,0.9389605522155762
15,0.6728635225743397,0.24919459204424618,0.2421026929489323,0.7091899010294301,0.5161632412176475,0.4921281050474869,11.866638668114703,0.7822896111385096,0.864031065193596,0.9386763572692871
16,0.6715467820451243,0.2492870559620851,0.2421717066938205,0.7115349850368475,0.5163825484835219,0.49096470062677533,11.873865664264649,0.7827550036954743,0.8640211117070304,0.9378957152366638
17,0.6698814012790314,0.2490488127074774,0.24190401177339022,0.7144800871800079,0.5167119171732775,0.4895183448721185,11.870070708847491,0.7828494921708719,0.8640498344749729,0.9383055567741394
18,0.6679759911232372,0.24924560274266724,0.24206216157831492,0.7183440902928435,0.5168080840921875,0.4876343950557248,11.854742528635448,0.7819206030280502,0.8641156080623993,0.9399628639221191
19,0.6653129595883348,0.24923884552261044,0.24200034083193747,0.7238504167218988,0.5169074315925364,0.48496367887113345,11.874267842825004,0.7822278434055143,0.864159857017961,0.9378522634506226
20,0.6631635817261771,0.24930996588932597,0.24202158341661167,0.728838102222853,0.5167049112860677,0.4825663500589297,11.858779561755355,0.7816447705624789,0.8640197167947912,0.9395260810852051
21,0.6608041223908635,0.2492948214447956,0.2419540447919629,0.7340777178863033,0.5166695507585685,0.4800656565479004,11.873756975505376,0.7824756008946997,0.8640815383671275,0.9379073977470398
22,0.6586098169328722,0.2493384563184833,0.2419465797497,0.7391877047681578,0.5165207502407304,0.4776440960531043,11.881348153192608,0.7826878292608125,0.8640481102715418,0.9370880722999573
