epoch,d_loss,g_loss,reconstruction_loss,adv_loss,d_score,g_score,psnr,ssim,p_loss,valid_rmse
1,0.7195272540905067,0.008518934645429792,0.0024891022744635703,0.6029832441504264,0.5347921693897184,0.5480237022032477,25.555182835660098,0.6675490504735476,8.402933118920329e-05,0.08123844116926193
2,0.7224376427743249,0.007735909131477433,0.0017517253421168936,0.598418395508284,0.5339316698691313,0.5503911163993449,25.96581392324371,0.6735853490891395,7.515354497259882e-05,0.07748720794916153
3,0.7350622504890788,0.00741590508109817,0.0016210571655184325,0.5794848032016491,0.5333389154317582,0.5610459379112148,25.98833904344164,0.6576399287104091,7.340173637926339e-05,0.07728651911020279
4,0.7412136793920353,0.007304640533371947,0.001605647237298497,0.5698993401179417,0.5326938921491383,0.5662696891752691,26.18191882622524,0.6486547751860186,7.11905024079909e-05,0.07558310776948929
5,0.7457911284795958,0.0072517601257578316,0.001617522854364081,0.5634237393825012,0.5320474650419362,0.5699151385622069,25.445595888225224,0.6770971407105912,7.924274142461694e-05,0.08226989209651947
6,0.7182230510498488,0.0076950949014830084,0.001624231937786541,0.6070863104509258,0.5316425031302087,0.545524113551321,26.14834128100272,0.7420559244238453,7.439716120848346e-05,0.07587586343288422
7,0.7238292455046212,0.007532472353009783,0.0015514535345088135,0.598101897548485,0.5310264219193769,0.5503425614995285,26.322491698250538,0.7532585609010803,6.986400423454595e-05,0.07436971366405487
8,0.7305947196946028,0.007465168937825201,0.001585537860724759,0.5879631197272281,0.5302257515896629,0.5559130617068991,26.367876368189695,0.7462010326839629,6.995133002637066e-05,0.07398214191198349
9,0.7203807870782104,0.007661204674280568,0.0016085230694859631,0.6052681740610949,0.5297256669741097,0.5463988672817012,26.57094181556716,0.7325388187969918,6.957879840212874e-05,0.07227259129285812
10,0.7275851034240296,0.007453308759145757,0.0015115305557259207,0.5941778371241593,0.528963836300616,0.5524260769307339,26.544245575750665,0.7071337581196905,7.693567484633633e-05,0.07249506562948227
11,0.7244070917661843,0.007529355759470969,0.0015270834458645318,0.6002272472108845,0.5282161848706528,0.5491097414673825,26.616933577283564,0.738337813517748,6.878133821928074e-05,0.0718909204006195
12,0.7184817897575925,0.007619036920613595,0.001504757848459882,0.6114279230043811,0.5274898802113329,0.5431078189615354,26.74957295862712,0.7245101995798416,7.075193014005584e-05,0.07080143690109253
13,0.725433507065958,0.0075027692149455105,0.001494087048002288,0.6008682268611073,0.5266742631058251,0.5488692029066418,26.875283897031057,0.7482884389497501,6.868802597821694e-05,0.06978410482406616
